"中国港澳阿峰,#genre#"
宁夏卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8"
云南卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8"
山西卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8"
甘肃卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8"
新疆卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8"
兵团卫
"视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u"
8
"重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8"
贵州卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8"
青海卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8"
海南卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8"
北京卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8"
辽宁卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8"
河南卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8"
青海卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8"
上海东方卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8"
浙江卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8"
黑龙江影
"院,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8"
黑龙江新闻法
"治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8"
黑龙江少
"儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8"
广东卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8"
东南卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8"
广西卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8"
贵州卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8"
吉林卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8"
内蒙古卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8"
安多卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8"
康巴卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8"
山西卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8"
天津卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8"
黑龙江卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8"
某地区新闻综
"合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8"
黑龙江文
"体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8"
黑龙江都
"市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8"
湖南卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8"
西藏卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8"
兵团卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8"
海南卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8"
河北卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8"
宁夏卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8"
陕西卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8"
新疆卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8"
重庆卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8"
黑龙江农业科
"教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8"
江苏卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8"
安徽卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8"
湖北卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8"
江西卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8"
山东卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8"
深圳卫视-
"SD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8"
四川卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8"
延
"边,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8"
甘肃卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8"
某地区教育频
"道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8"
黑龙江卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8"
rRB-生
"活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8"
黑龙江卫
"视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8"
漠河综合频
"道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8"
rRB-影
"院,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8"
rRB-新闻综
"合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8"
CETV-
"1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8"
CETV-
"2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8"
CETV-
"4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8"
黑龙江农业科教
"8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8"
黑龙江少
"儿8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8"
黑龙江
"影院8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8"
黑龙
"江文体8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8"
黑
龙江新闻法治
"8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8"
黑龙江都
"市8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8"
鹤岗新
"闻综合8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8"
佳
木斯新闻综合
"2.5M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8"
山东教
"育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8"
北京纪实
"科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8"
卡酷少
"儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8"
浙江公共新
"闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8"
"浙江国际,https://ali-"
m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
"浙江少儿,https://ali-m-"
l.cztv.com/channels/lantian/channel008/1080p.m3u8
"浙江教科影院,https://ali-m-"
l.cztv.com/channels/lantian/channel004/1080p.m3u8
"浙江数码时代,https://ali-m-"
l.cztv.com/channels/lantian/channel012/1080p.m3u8
"浙江民生休闲,https://ali-m-"
l.cztv.com/channels/lantian/channel006/1080p.m3u8
"浙江经济生活,https://ali-m-"
l.cztv.com/channels/lantian/channel003/1080p.m3u8
"浙江钱江频道,https://ali-m-"
l.cztv.com/channels/lantian/channel002/1080p.m3u8
优漫卡
"通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8"
哈哈炫
"动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8"
动作电
"影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8"
古装剧
"场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8"
惊悚悬
"疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8"
金牌综
"艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8"
爱情喜
"剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8"
精品大
"剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8"
精品纪
"录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8"
健康有
"约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8"
精品体
"育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8"
军旅剧
"场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8"
家庭剧
"场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8"
精彩搏
"击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8"
中国功
"夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8"
农业致
"富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8"
潮妈辣
"婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8"
超级综
"艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8"
超级体
"育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8"
超级电视
"剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8"
超级电
"影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8"
炫舞未
"来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8"
东北热
"剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8"
欢乐剧
"场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8"
湖南卫视
"「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m
3u8
"浙江卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m
3u8
"江苏卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m
3u8
"东方卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m
3u8
"广东卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m
3u8
"广西卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m
3u8
"深圳卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m
3u8
"北京卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m
3u8
"东南卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m
3u8
"四川卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m
3u8
"天津卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m
3u8
"安徽卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m
3u8
"山东卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m
3u8
"江西卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m
3u8
"河北卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m
3u8
"河南卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m
3u8
"海南卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m
3u8
"湖北卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m
3u8
"贵州卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m
3u8
"辽宁卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m
3u8
"重庆卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m
3u8
"吉林卫视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m
3u8
"黑龙江视「IPV6」,http://"
[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m
3u8
"??北京专线??移动,#genre#"
"CCTV-01,http://dev.grayidea.com:4022/udp/239.3.1.129:8008"
"CCTV-02,http://dev.grayidea.com:4022/udp/239.3.1.60:8084"
CCTV-
"03,http://dev.grayidea.com:4022/udp/239.3.1.172:8001"
CCTV-
"06,http://dev.grayidea.com:4022/udp/239.3.1.174:8001"
CCTV-
"13,http://dev.grayidea.com:4022/udp/239.3.1.124:8128"
北京卫
"视,http://dev.grayidea.com:4022/udp/239.3.1.241:8000"
江苏卫
"视,http://dev.grayidea.com:4022/udp/239.3.1.135:8028"
江西卫
"视,http://dev.grayidea.com:4022/udp/239.3.1.123:8164"
"??四川成都??电信,#genre#"
四川卫
"视,http://171.221.34.45:4022/udp/239.93.0.169:5140"
四川卫
"视,http://171.221.34.45:4022/udp/239.93.1.188:5140"
四川康巴卫
"视,http://171.221.34.45:4022/udp/239.93.0.41:5140"
四川公共乡
"村,http://171.221.34.45:4022/udp/239.93.0.52:5140"
四川妇女儿
"童,http://171.221.34.45:4022/udp/239.93.0.219:5140"
四川影视文
"艺,http://171.221.34.45:4022/udp/239.93.0.166:5140"
四川影视文
"艺,http://171.221.34.45:4022/udp/239.93.1.195:5140"
四川文化旅
"游,http://171.221.34.45:4022/udp/239.93.1.101:5140"
四川文化旅
"游,http://171.221.34.45:4022/udp/239.93.1.20:5140"
四川新
"闻,http://171.221.34.45:4022/udp/239.93.0.47:5140"
四川经
"济,http://171.221.34.45:4022/udp/239.93.1.102:5140"
四川经
"济,http://171.221.34.45:4022/udp/239.93.1.16:5140"
四川卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.20:1235"
CDTV-
"2,http://171.221.34.45:4022/udp/239.93.0.17:1239"
CDTV-
"3,http://171.221.34.45:4022/udp/239.93.0.18:1238"
CDTV-
"4,http://171.221.34.45:4022/udp/239.93.0.19:1250"
CDTV-5高
"清,http://171.221.34.45:4022/udp/239.93.1.231:5140"
CDTV-
"6,http://171.221.34.45:4022/udp/239.93.0.21:1251"
CDTV-8高
"清,http://171.221.34.45:4022/udp/239.93.0.22:1252"
SCTV-2高
"清,http://171.221.34.45:4022/udp/239.93.1.101:5140"
SCTV-3高
"清,http://171.221.34.45:4022/udp/239.93.1.102:5140"
SCTV-4高
"清,http://171.221.34.45:4022/udp/239.93.0.47:5140"
SCTV-5高
"清,http://171.221.34.45:4022/udp/239.93.0.166:5140"
SCTV-6高
"清,http://171.221.34.45:4022/udp/239.93.1.144:5140"
SCTV-7高
"清,http://171.221.34.45:4022/udp/239.93.0.219:5140"
SCTV-科教高
"清,http://171.221.34.45:4022/udp/239.93.42.44:5140"
四川乡村高
"清,http://171.221.34.45:4022/udp/239.93.0.52:5140"
康巴卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.41:5140"
峨眉电
"影,http://171.221.34.45:4022/udp/239.93.1.54:5140"
峨眉电
"影,http://171.221.34.45:4022/udp/239.93.1.18:5140"
凤凰中
"文,http://171.221.34.45:4022/udp/239.93.0.162:2192"
凤凰中
"文,http://171.221.34.45:4022/udp/239.93.1.9:2192"
凤凰资
"讯,http://171.221.34.45:4022/udp/239.93.1.4:2191"
星
"空,http://171.221.34.45:4022/udp/239.93.0.156:2193"
星
"空,http://171.221.34.45:4022/udp/239.93.1.10:2193"
CDTV-1高
"清,http://171.221.34.45:4022/udp/239.93.0.16:5140"
湖南卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.88:5140"
江苏卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.89:5140"
浙江卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.124:5140"
东方卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.123:5140"
北京卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.180:5140"
深圳卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.182:5140"
广东卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.181:5140"
天津卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.167:5140"
山东卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.168:5140"
江西卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.134:5140"
东南卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.42:5140"
黑龙江卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.183:5140"
重庆卫视高
"清,http://171.221.34.45:4022/udp/239.93.1.107:5140"
贵州卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.131:5140"
湖北卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.250:5140"
安徽卫视高
"清,http://171.221.34.45:4022/udp/239.93.1.106:5140"
河北卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.132:5140"
辽宁卫视高
"清,http://171.221.34.45:4022/udp/239.93.1.108:5140"
云南卫视高
"清,http://171.221.34.45:4022/udp/239.93.1.174:5140"
河南卫视高
"清,http://171.221.34.45:4022/udp/239.93.42.45:5140"
广西卫视高
"清,http://171.221.34.45:4022/udp/239.93.42.46:5140"
云南卫
"视,http://171.221.34.45:4022/udp/239.93.0.174:5140"
吉林卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.248:5140"
陕西卫
"视,http://171.221.34.45:4022/udp/239.93.0.176:5140"
山西卫
"视,http://171.221.34.45:4022/udp/239.93.0.6:5140"
内蒙古卫
"视,http://171.221.34.45:4022/udp/239.93.0.8:5140"
青海卫
"视,http://171.221.34.45:4022/udp/239.93.0.192:5140"
宁夏卫
"视,http://171.221.34.45:4022/udp/239.93.0.247:5140"
西藏卫
"视,http://171.221.34.45:4022/udp/239.93.0.175:5140"
新疆卫
"视,http://171.221.34.45:4022/udp/239.93.0.194:5140"
甘肃卫视高
"清,http://171.221.34.45:4022/udp/239.93.0.81:5140"
海南卫
"视,http://171.221.34.45:4022/udp/239.93.0.80:5140"
陕西农
"林,http://171.221.34.45:4022/udp/239.93.0.100:5140"
兵团卫
"视,http://171.221.34.45:4022/udp/239.93.42.43:5140"
峨眉电影高
"清,http://171.221.34.45:4022/udp/239.93.0.252:5140"
厦门卫
"视,http://171.221.34.45:4022/udp/239.93.42.57:5140"
三沙卫
"视,http://171.221.34.45:4022/udp/239.93.42.58:5140"
山东教育卫
"视,http://171.221.34.45:4022/udp/239.93.1.196:5140"
上海纪实高
"清,http://171.221.34.45:4022/udp/239.93.1.137:5140"
金鹰纪实高
"清,http://171.221.34.45:4022/udp/239.93.0.130:5140"
CETV-1高
"清,http://171.221.34.45:4022/udp/239.93.1.111:5140"
家政频道高
"清,http://171.221.34.45:4022/udp/239.93.42.48:5140"
CETV-
"2,http://171.221.34.45:4022/udp/239.93.0.113:5140"
CETV-
"4,http://171.221.34.45:4022/udp/239.93.0.50:5140"
经典电
"影,http://171.221.34.45:4022/udp/239.93.0.57:9024"
华语影
"院,http://171.221.34.45:4022/udp/239.93.0.138:5140"
星光院
"线,http://171.221.34.45:4022/udp/239.93.0.139:5140"
全球大
"片,http://171.221.34.45:4022/udp/239.93.0.105:5140"
热播剧
"场,http://171.221.34.45:4022/udp/239.93.0.56:9020"
热门剧
"场,http://171.221.34.45:4022/udp/239.93.0.140:5140"
港剧风
"云,http://171.221.34.45:4022/udp/239.93.0.143:5140"
谍战剧
"场,http://171.221.34.45:4022/udp/239.93.0.95:5140"
卡酷动
"画,http://171.221.34.45:4022/udp/239.93.0.208:5140"
金鹰卡
"通,http://171.221.34.45:4022/udp/239.93.0.108:5140"
优漫卡
"通,http://171.221.34.45:4022/udp/239.93.0.251:5140"
宝宝动画高
"清,http://171.221.34.45:4022/udp/239.93.0.147:5140"
少儿动画高
"清,http://171.221.34.45:4022/udp/239.93.0.193:9000"
青春动
"漫,http://171.221.34.45:4022/udp/239.93.0.146:5140"
热门综艺高
"清,http://171.221.34.45:4022/udp/239.93.0.151:5140"
音乐现场高
"清,http://171.221.34.45:4022/udp/239.93.0.198:9044"
戏曲精
"选,http://171.221.34.45:4022/udp/239.93.0.144:5140"
麻辣体
"育,http://171.221.34.45:4022/udp/239.93.42.2:5140"
绚影
"4K,http://171.221.34.45:4022/udp/239.93.42.33:5140"
先锋乒
"羽,http://171.221.34.45:4022/udp/239.93.42.56:5140"
天元围
"棋,http://171.221.34.45:4022/udp/239.93.42.55:5140"
快乐垂
"钓,http://171.221.34.45:4022/udp/239.93.1.151:5140"
"??广西北海??电信,#genre#"
广西卫
"视,http://202.103.213.44:8888/udp/239.81.0.107:4056"
广西综
"艺,http://202.103.213.44:8888/udp/239.81.0.214:4056"
广西影
"视,http://202.103.213.44:8888/udp/239.81.0.250:4056"
广西新
"闻,http://202.103.213.44:8888/udp/239.81.0.248:4056"
广西公
"共,http://202.103.213.44:8888/udp/239.81.0.249:4056"
广西都
"市,http://202.103.213.44:8888/udp/239.81.0.247:4056"
广西卫
"视,http://202.103.213.44:8888/udp/239.81.0.2:4056"
广西综
"艺,http://202.103.213.44:8888/udp/239.81.0.3:4056"
广西都
"市,http://202.103.213.44:8888/udp/239.81.0.4:4056"
广西新
"闻,http://202.103.213.44:8888/udp/239.81.0.5:4056"
广西公
"共,http://202.103.213.44:8888/udp/239.81.0.6:4056"
广西影
"视,http://202.103.213.44:8888/udp/239.81.0.7:4056"
广西国
"际,http://202.103.213.44:8888/udp/239.81.0.8:4056"
广西乐思
"购,http://202.103.213.44:8888/udp/239.81.0.9:4056"
广西移动电
"视,http://202.103.213.44:8888/udp/239.81.0.10:4056"
广西科
"教,http://202.103.213.44:8888/udp/239.81.0.11:4056"
南宁影
"视,http://202.103.213.44:8888/udp/239.81.0.128:4056"
南宁新
"闻,http://202.103.213.44:8888/udp/239.81.0.241:4056"
南宁新
"闻,http://202.103.213.44:8888/udp/239.81.0.126:4056"
南宁公
"共,http://202.103.213.44:8888/udp/239.81.0.129:4056"
南宁都
"市,http://202.103.213.44:8888/udp/239.81.0.127:4056"
柳州新
"闻,http://202.103.213.44:8888/udp/239.81.0.134:4056"
北海新
"闻,http://202.103.213.44:8888/udp/239.81.0.136:4056"
玉林新
"闻,http://202.103.213.44:8888/udp/239.81.0.138:4056"
贺州新
"闻,http://202.103.213.44:8888/udp/239.81.0.137:4056"
桂林新
"闻,http://202.103.213.44:8888/udp/239.81.0.135:4056"
爱上
"4K,http://202.103.213.44:8888/udp/239.81.0.123:4056"
经典电
"影,http://202.103.213.44:8888/udp/239.81.0.84:4056"
热播剧
"场,http://202.103.213.44:8888/udp/239.81.0.85:4056"
都市剧
"场,http://202.103.213.44:8888/udp/239.81.0.81:4056"
生活时
"尚,http://202.103.213.44:8888/udp/239.81.0.75:4056"
魅力时
"尚,http://202.103.213.44:8888/udp/239.81.0.83:4056"
七彩戏
"剧,http://202.103.213.44:8888/udp/239.81.0.70:4056"
法治天
"地,http://202.103.213.44:8888/udp/239.81.0.79:4056"
金色频
"道,http://202.103.213.44:8888/udp/239.81.0.80:4056"
广西
"IPTV4,http://202.103.213.44:8888/udp/239.81.0.251:4056"
广西
"IPTV5,http://202.103.213.44:8888/udp/239.81.0.205:4056"
广西
"IPTV7,http://202.103.213.44:8888/udp/239.81.0.253:4056"
广西
"IPTV8,http://202.103.213.44:8888/udp/239.81.0.208:4056"
广西
"IPTV9,http://202.103.213.44:8888/udp/239.81.0.209:4056"
广西IPTV影
"院,http://202.103.213.44:8888/udp/239.81.0.100:4056"
广西
"IPTV12,http://202.103.213.44:8888/udp/239.81.0.124:4056"
广西
"IPTV13,http://202.103.213.44:8888/udp/239.81.0.125:4056"
江苏卫
"视,http://202.103.213.44:8888/udp/239.81.0.106:4056"
江苏卫
"视,http://202.103.213.44:8888/udp/239.81.0.34:4056"
山东卫
"视,http://202.103.213.44:8888/udp/239.81.0.114:4056"
山东卫
"视,http://202.103.213.44:8888/udp/239.81.0.39:4056"
山东教育卫
"视,http://202.103.213.44:8888/udp/239.81.0.93:4056"
辽宁卫
"视,http://202.103.213.44:8888/udp/239.81.0.210:4056"
辽宁卫
"视,http://202.103.213.44:8888/udp/239.81.0.35:4056"
吉林卫
"视,http://202.103.213.44:8888/udp/239.81.0.58:4056"
黑龙江卫
"视,http://202.103.213.44:8888/udp/239.81.0.105:4056"
黑龙江卫
"视,http://202.103.213.44:8888/udp/239.81.0.33:4056"
内蒙古卫
"视,http://202.103.213.44:8888/udp/239.81.0.54:4056"
宁夏卫
"视,http://202.103.213.44:8888/udp/239.81.0.60:4056"
甘肃卫
"视,http://202.103.213.44:8888/udp/239.81.0.207:4056"
青海卫
"视,http://202.103.213.44:8888/udp/239.81.0.53:4056"
新疆卫
"视,http://202.103.213.44:8888/udp/239.81.0.46:4056"
兵团卫
"视,http://202.103.213.44:8888/udp/239.81.0.213:4056"
西藏卫
"视,http://202.103.213.44:8888/udp/239.81.0.55:4056"
云南卫
"视,http://202.103.213.44:8888/udp/239.81.0.45:4056"
四川卫
"视,http://202.103.213.44:8888/udp/239.81.0.130:4056"
四川卫
"视,http://202.103.213.44:8888/udp/239.81.0.43:4056"
贵州卫
"视,http://202.103.213.44:8888/udp/239.81.0.95:4056"
贵州卫
"视,http://202.103.213.44:8888/udp/239.81.0.56:4056"
海南卫
"视,http://202.103.213.44:8888/udp/239.81.0.48:4056"
三沙卫
"视,http://202.103.213.44:8888/udp/239.81.0.242:4056"
广东卫
"视,http://202.103.213.44:8888/udp/239.81.0.104:4056"
广东卫
"视,http://202.103.213.44:8888/udp/239.81.0.36:4056"
南方卫
"视,http://202.103.213.44:8888/udp/239.81.0.32:4056"
深圳卫
